x_data,y_data,best_fit,dely
396,0.0001098163424477,9.012521446064727e-05,0.0
397,0.0001078045126161,8.373966067911944e-05,0.0
398,0.0001075125082135,7.807042446480978e-05,0.0
399,0.0001110260749729,7.316182440799524e-05,0.0
400,0.0001141568890944,6.901976240487733e-05,0.0
401,0.0001167944426459,6.562898723785759e-05,0.0
402,0.0001203958302784,6.297230217446146e-05,0.0
403,0.0001234117454243,6.10273660490898e-05,0.0
404,0.0001232112210977,5.9786734444422556e-05,0.0
405,0.0001245051152928,5.923478915828398e-05,0.0
406,0.0001269106753716,5.937244808030844e-05,0.0
407,0.0001290374041788,6.020063507108528e-05,0.0
408,0.0001319237835371,6.172292386433108e-05,0.0
409,0.0001350414245276,6.395153409917515e-05,0.0
410,0.0001381327192562,6.690306553502816e-05,0.0
411,0.0001371923040748,7.059810479548786e-05,0.0
412,0.0001350963125732,7.505509419713652e-05,0.0
413,0.0001384832709074,8.029642179700115e-05,0.0
414,0.0001443460460189,8.63497648024517e-05,0.0
415,0.0001478479033286,9.324971993295283e-05,0.0
416,0.0001540846489908,0.00010103225503091794,0.0
417,0.0001604648354122,0.00010973534752003252,0.0
418,0.000163516610748,0.00011940040072003692,0.0
419,0.0001715478295812,0.00013007116536589822,0.0
420,0.0001846902232214,0.0001417935068969404,0.0
421,0.0001985351838453,0.0001546153175489254,0.0
422,0.0002110584403311,0.00016858594885216214,0.0
423,0.0002262024180344,0.00018375591252131515,0.0
424,0.0002449075321367,0.00020017667933703255,0.0
425,0.0002527609137022,0.0002179009267650417,0.0
426,0.000269651794937,0.00023698008830294368,0.0
427,0.0002892175535945,0.00025746667573080836,0.0
428,0.0003081531974883,0.0002794128301061845,0.0
429,0.0003312654557326,0.00030286783145461004,0.0
430,0.0003559014061229,0.0003278814603406612,0.0
431,0.0003818802840291,0.00035450061629681707,0.0
432,0.0003957208536094,0.0003827696671268993,0.0
433,0.0004043902374529,0.0004127349944426717,0.0
434,0.0004274351663612,0.00044442364582550104,0.0
435,0.0004498594944339,0.00047787888407753367,0.0
436,0.0004822163632396,0.0005131284972150158,0.0
437,0.0005061387690371,0.0005501967218825494,0.0
438,0.0005429013183035,0.0005891049493527015,0.0
439,0.0005768535996349,0.000629870181609336,0.0
440,0.0006172877932322,0.0006725004181917221,0.0
441,0.0006662084105209,0.0007169990655595751,0.0
442,0.0007169169144153,0.000763359161173252,0.0
443,0.0007659670674917,0.0008115716426293313,0.0
444,0.0008109430639028,0.0008616177300730786,0.0
445,0.0008789471568883,0.0009134708361255967,0.0
446,0.0009255573533773,0.0009670962915779849,0.0
447,0.0009994776458386,0.0010224512967754026,0.0
448,0.0010771793587219,0.0010794892486954567,0.0
449,0.0011488016716738,0.0011382094052332199,0.0
450,0.0012293019430425,0.0011991319552719381,0.0
451,0.0013182022809109,0.0012688306452340761,0.0
452,0.0014118808061096,0.0013481421726492364,0.0
453,0.0014870100992554,0.0014353445884350562,0.0
454,0.0015789739219093,0.0015286331986960715,0.0
455,0.0016768202793711,0.0016262061677891086,0.0
456,0.0017773598102707,0.0017263214123834831,0.0
457,0.0018683451620316,0.0018273250453231479,0.0
458,0.0019633461232091,0.001927667532738729,0.0
459,0.002059149181693,0.0020259214110359166,0.0
460,0.0021093131961749,0.002120787891956911,0.0
461,0.0021799233735658,0.0022111031894298866,0.0
462,0.0022576177680431,0.0022958447680509276,0.0
463,0.0023201015873217,0.0023741323118777772,0.0
464,0.0023921747140882,0.0024452278637831382,0.0
465,0.0024514055018638,0.0025085346175382044,0.0
466,0.0024983816186568,0.0025635929861939455,0.0
467,0.0025227519109064,0.0026100745934953978,0.0
468,0.0025521257973935,0.0026477756179698704,0.0
469,0.0026100348810309,0.0026766094894258787,0.0
470,0.0026676790383682,0.002696597792870639,0.0
471,0.0027249689848511,0.0027078560935897902,0.0
472,0.0027344272928702,0.0027105880597714333,0.0
473,0.0027409165235421,0.0027050740901693815,0.0
474,0.0027189495958495,0.002691661035303794,0.0
475,0.0027108100646063,0.00267075142500946,0.0
476,0.0027155128723539,0.0026427893018588174,0.0
477,0.0027113911460491,0.0026082592713557065,0.0
478,0.0026886374897028,0.002567663092734614,0.0
479,0.0026481345030884,0.0025215311841398245,0.0
480,0.0025738812231504,0.0024704004124494394,0.0
481,0.0024544214170097,0.0024148080963945105,0.0
482,0.0023614439951136,0.0023552914694309215,0.0
483,0.002290571818785,0.002292377496409481,0.0
484,0.0022159584732679,0.002226580537721501,0.0
485,0.0021394628337067,0.002158397667737442,0.0
486,0.0020531049101108,0.0020883035784936624,0.0
487,0.0019911304518954,0.0020167521331213084,0.0
488,0.0018931121118907,0.001944170261440613,0.0
489,0.0018263748349979,0.0018709574351485109,0.0
490,0.0017709862104148,0.0017974858053629206,0.0
491,0.0017148137845404,0.0017240988682096453,0.0
492,0.0016310707274372,0.0016511092639615896,0.0
493,0.001547482820543,0.001578802209069711,0.0
494,0.0014827764013376,0.001507429901325063,0.0
495,0.0013872185094573,0.0014372201641713717,0.0
496,0.0013126622475076,0.001368373250505065,0.0
497,0.0012539452118389,0.0013010654971048047,0.0
498,0.0011972861119601,0.001235454741161242,0.0
499,0.0011381936420594,0.0011716494534741056,0.0
500,0.001081513318803,0.0011097726658867617,0.0
501,0.0010257543828722,0.001049897666094624,0.0
502,0.0009541020644554,0.0009920889269776508,0.0
