Total Cases,Deaths,Recovered,Total Cases Number,Deaths Number,Recovered Number,Date,Currently Positive,Currently Positive Number
0.0002020948565631708,5.671764712740991e-06,9.855697469223603e-05,276146,7750,134670,6/9/20,9.786611715819379e-05,133726
0.0002097491774832428,5.929372606790646e-06,9.894924125817528e-05,286605,8102,135206,6/10/20,0.00010487056361827688,143297
0.00021774819532972785,6.2191814875965085e-06,0.00010772327830863357,297535,8498,147195,6/11/20,0.00010380573553349777,141842
0.00022613362501728735,6.501671962321415e-06,0.00011294496104739575,308993,8884,154330,6/12/20,0.00010668699200757019,145779
0.0002348637516312599,6.72927439143915e-06,0.00011883554610195734,320922,9195,162379,6/13/20,0.0001092989311378634,149348
0.00024328138230557563,6.9671225890702235e-06,0.0001242650715734187,332424,9520,169798,6/14/20,0.00011204918814308672,153106
0.0002510879260721315,7.2452220201465565e-06,0.00013174082338511536,343091,9900,180013,6/15/20,0.00011210188066686959,153178
0.0002591191449053728,8.711098758162066e-06,0.00013680662407435318,354065,11903,186935,6/16/20,0.00011360142207285755,155227
0.00026854598377825235,8.955533521266001e-06,0.00014221492616817974,366946,12237,194325,6/17/20,0.00011737552408880661,160384
0.00027848877027983934,9.201431965586126e-06,0.00014981582272386077,380532,12573,204711,6/18/20,0.00011947151559039244,163248
0.0002891121685469552,9.475872193621981e-06,0.00015649020906969275,395048,12948,213831,6/19/20,0.00012314608728364047,168269
0.00030038470943345193,9.699815419699238e-06,0.00016666059800039747,410451,13254,227728,6/20/20,0.00012402429601335522,169469
0.00031123863749211794,1.0025484490301785e-05,0.00017358966487784672,425282,13699,237196,6/21/20,0.00012762348812396943,174387
0.00032216721329280973,1.0253818760027616e-05,0.0001816355205232499,440215,14011,248190,6/22/20,0.00013027787400953221,178014
0.00033385324412288044,1.0594124642792075e-05,0.00018931618770521333,456183,14476,258685,6/23/20,0.00013394293177487504,183022
0.0003462374508930744,1.0900034016976042e-05,0.0001988388976977534,473105,14894,271697,6/24/20,0.00013649851917834493,186514
0.0003588953660506961,1.1197893144470955e-05,0.00020904075577460625,490401,15301,285637,6/25/20,0.00013865671713161887,189463
0.0003724724730120859,1.147891993797967e-05,0.0002165377309639377,508953,15685,295881,6/26/20,0.0001444558221101685,197387
0.0003870404921568371,1.177897458729887e-05,0.00022666055025511619,528859,16095,309713,6/27/20,0.00014860096731442204,203051
0.0004012813785497696,1.2057074018375203e-05,0.00023544995595834448,548318,16475,321723,6/28/20,0.00015377434857304995,210120
0.00041483653029291654,1.236298339255917e-05,0.0002450363360837889,566840,16893,334822,6/29/20,0.00015743721081656848,215125
0.00042847877106842687,1.2734026580863645e-05,0.00025461612964376045,585481,17400,347912,6/30/20,0.0001611286148438028,220169
0.00044250083711953875,1.3051645404777139e-05,0.00026336016122928684,604641,17834,359860,7/1/20,0.00016608903048547478,226947
0.00045779850135056136,1.3329012995245377e-05,0.00027802039229065815,625544,18213,379892,7/2/20,0.00016644909606465785,227439
0.0004744632438375065,1.3652486544023636e-05,0.0002885113274077087,648315,18655,394227,7/3/20,0.00017229942988577417,235433
0.0004926494829486825,1.4101104836786246e-05,0.0002993835514815771,673165,19268,409083,7/4/20,0.00017916482663031915,244814
0.0005103951540137849,1.4412137095226881e-05,0.0003106173048158448,697413,19693,424433,7/5/20,0.00018536571210271322,253287
0.0005266793393845203,1.4753174818599437e-05,0.00032196156608193486,719664,20159,439934,7/6/20,0.00018996459848398604,259571
0.0005433309087405198,1.5106653832309618e-05,0.00033432747683692643,742417,20642,456831,7/7/20,0.00019389677807128371,264944
0.0005615383712293305,1.546306020845218e-05,0.00034863276520337135,767296,21129,476378,7/8/20,0.00019744254581750695,269789
0.0005809365383875127,1.5810684497297597e-05,0.00036263653523928085,793802,21604,495513,7/9/20,0.00020248931865093428,276685
0.0006007796646354172,1.619050977289922e-05,0.00037718040364396495,820916,22123,515386,7/10/20,0.00020740875121855304,283407
0.0006217146970706002,1.6593022107351806e-05,0.00039125516221885973,849522,22673,534618,7/11/20,0.00021386651274438867,292231
0.0006427419414224034,1.6959674252007706e-05,0.00040505255320328633,878254,23174,553471,7/12/20,0.00022072971396710936,301609
0.0006635979350719121,1.736438210828458e-05,0.0004182176339023183,906752,23727,571460,7/13/20,0.00022801591906130919,311565
0.0006851352723275579,1.7790313342196225e-05,0.00043327305889206123,936181,24309,592032,7/14/20,0.00023407190009330043,319840
0.0007090488960376901,1.823307691009407e-05,0.0004484485057415318,968857,24914,612768,7/15/20,0.00024236731338606423,331175
0.0007346450213058341,1.873658324846385e-05,0.0004652727894810418,1003832,25602,635757,7/16/20,0.0002506356485763284,342473
0.0007604438664224206,1.9227648296496006e-05,0.00047844152938311424,1039084,26273,653751,7/17/20,0.0002627746887428104,359060
0.0007887639024338965,1.9625037746691924e-05,0.0004957656602579536,1077781,26816,677423,7/18/20,0.000273373204429251,373542
0.0008183485590161616,2.0123421200805036e-05,0.0005123520957998326,1118206,27497,700087,7/19/20,0.00028587304201552395,390622
0.0008455232644759679,2.0551547956540968e-05,0.0005302756041327022,1155338,28082,724578,7/20/20,0.0002946961123867247,402678
0.0008731429290254962,2.1027244351803115e-05,0.0005511125699264004,1193078,28732,753050,7/21/20,0.0003010031147472927,411296
0.0009066026816276277,2.1853492398343063e-05,0.0005727435827798824,1238798,29861,782607,7/22/20,0.00031200560644940216,426330
0.0009426897420128222,2.2395054448333813e-05,0.0005980667315012068,1288108,30601,817209,7/23/20,0.0003222279560632816,440298
0.0009784884571984271,2.2949057788662192e-05,0.0006216488314158716,1337024,31358,849432,7/24/20,0.00033389056799389334,456234
0.001014063960998563,2.3462809895545312e-05,0.0006480982828330552,1385635,32060,885573,7/25/20,0.0003425028682699625,468002
0.0010506420864317897,2.3983148567901292e-05,0.0006715135230890742,1435616,32771,917568,7/26/20,0.0003551454147748143,485277
0.0010831775243458964,2.44493310352582e-05,0.0006961019038398706,1480073,33408,951166,7/27/20,0.00036262628947076757,495499
0.0011209375723611975,2.502382591261325e-05,0.0007230797441760992,1531669,34193,988029,7/28/20,0.0003728340022724851,509447
0.0011577447639047583,2.5581488455982108e-05,0.0007462834824963786,1581963,34955,1019735,7/29/20,0.00038587979295239753,527273
0.0011963735067218688,2.613988283995906e-05,0.0007723465220724876,1634746,35718,1055348,7/30/20,0.0003978871018094222,543680
0.0012411928892428605,2.672023244217888e-05,0.000800907333644027,1695988,36511,1094374,7/31/20,0.0004135653231566546,565103
0.0012812501849269737,2.7344492480884437e-05,0.0008384178240119675,1750723,37364,1145629,8/1/20,0.0004154878684341218,567730
0.0013200172456190144,2.7908741589726152e-05,0.0008681115248448389,1803695,38135,1186203,8/2/20,0.0004239969791844494,579357
0.001358109549270391,2.849640959802693e-05,0.0009005364548271231,1855745,38938,1230509,8/3/20,0.000429076684845241,586298
0.0013965377677608835,2.9123596999164868e-05,0.0009383770053093148,1908254,39795,1282215,8/4/20,0.0004290371654524038,586244
0.0014377272208657206,2.9785180908883303e-05,0.0009721302259952926,1964536,40699,1328336,8/5/20,0.0004358118139615448,595501
0.0014834950688148042,3.0433591687656015e-05,0.001008553201219603,2027074,41585,1378105,8/6/20,0.0004445082759075452,607384
0.0015285303443151837,3.111639897500922e-05,0.0010443402069554785,2088611,42518,1427005,8/7/20,0.00045307373838469607,619088
0.001575660147635933,3.174651373857954e-05,0.0010837710470790619,2153010,43379,1480884,8/8/20,0.00046014258681829163,628747
0.001621081103136779,3.248347723093182e-05,0.001123919090998579,2215074,44386,1535743,8/9/20,0.00046467853490726805,634945
0.001660308491571312,3.31209104005831e-05,0.001158861552672712,2268675,45257,1583489,8/10/20,0.0004683260284980169,639929
0.0017049236905626447,3.3731265467734844e-05,0.0011999251291929568,2329638,46091,1639599,8/11/20,0.00047126729590195315,643948
0.0017539562794644426,3.442065932056091e-05,0.0012411884981992118,2396637,47033,1695982,8/12/20,0.0004783471219446699,653622
0.0018011987862388387,3.515762281291319e-05,0.0012818590763129091,2461190,48040,1751555,8/13/20,0.00048418208711301634,661595
0.0018485722924820838,3.5886536058576416e-05,0.0013238528222460435,2525922,49036,1808936,8/14/20,0.0004888329341774639,667950
0.0018954320466184457,3.6577393592618674e-05,0.0013628760271509176,2589952,49980,1862258,8/15/20,0.0004959786258749094,677714
0.0019376672999522517,3.7266055604836645e-05,0.0014050183367274953,2647663,50921,1919842,8/16/20,0.0004953829076199197,676900
0.001977931706528456,3.79071479775284e-05,0.0014473399472530566,2702681,51797,1977671,8/17/20,0.000492684611297871,673213
0.0020251881182744057,3.8705586080960716e-05,0.001491356500626967,2767253,52888,2037816,8/18/20,0.000495126031566478,676549
0.0020761769171216433,3.9421326195678224e-05,0.0015344238567321776,2836925,53866,2096664,8/19/20,0.0005023317341937873,686395
