x_data,y_data,best_fit,dely
448,1.0407443886531712e-05,4.992556415133328e-05,0.0
449,1.1312439007099688e-05,5.3334658982349694e-05,0.0
450,1.2368266647762324e-05,5.5105549130220464e-05,0.0
451,1.3725759328614288e-05,5.6164766875826255e-05,0.0
452,1.3424094288424962e-05,5.704213677995362e-05,0.0
453,1.2066601607573e-05,5.8031978828480665e-05,0.0
454,1.1312439007099688e-05,5.929994906508694e-05,0.0
455,1.0859941446815698e-05,6.093005438710553e-05,0.0
456,1.0709108926721035e-05,6.296965848190247e-05,0.0
457,9.804113806153062e-06,6.544570300421522e-05,0.0
458,9.200783725774413e-06,6.836878747965044e-05,0.0
459,7.692458524827787e-06,7.174792683681364e-05,0.0
460,7.84329104492245e-06,7.55918947696091e-05,0.0
461,7.692458524827787e-06,7.990979441469783e-05,0.0
462,7.692458524827787e-06,8.471359407122426e-05,0.0
463,7.2399609645438e-06,9.001936843854514e-05,0.0
464,7.2399609645438e-06,9.584554576185016e-05,0.0
465,7.692458524827787e-06,0.0001022123567821776,0.0
466,7.2399609645438e-06,0.00010914760914059291,0.0
467,7.089128444449137e-06,0.00011668049711114779,0.0
468,7.692458524827787e-06,0.0001248237208227787,0.0
469,6.938295924354474e-06,0.00013354986819836198,0.0
470,7.2399609645438e-06,0.00014279699107067878,0.0
471,6.184133323881162e-06,0.00015248152715193112,0.0
472,6.3349658439758245e-06,0.0001625107005478878,0.0
473,6.184133323881162e-06,0.0001727857750272241,0.0
474,4.675808122934537e-06,0.00018320454996710397,0.0
475,4.22331056265055e-06,0.00019366385424049597,0.0
476,4.374143082745212e-06,0.00020406192743644533,0.0
477,4.072478042555888e-06,0.0002142999625405682,0.0
478,3.01665040189325e-06,0.00022428250958646189,0.0
479,3.01665040189325e-06,0.00023391956218185,0.0
480,3.3183154420825747e-06,0.00024312616897086196,0.0
481,3.1674829219879123e-06,0.0002518251215773193,0.0
482,2.7149853617039246e-06,0.00025994604117051653,0.0
483,2.7149853617039246e-06,0.0002674265697098208,0.0
484,3.01665040189325e-06,0.0002742137900714602,0.0
485,2.564152841609262e-06,0.0002802632194254813,0.0
486,2.4133203215146e-06,0.0002855385185685253,0.0
487,2.564152841609262e-06,0.0002900138256002135,0.0
488,2.4133203215146e-06,0.0002936713696438668,0.0
489,3.469147962177237e-06,0.0002965020755133036,0.0
490,4.8266406430292e-06,0.0002985054130095232,0.0
491,7.692458524827787e-06,0.0002996879387863487,0.0
492,1.0105778846342387e-05,0.00030006454323080496,0.0
493,1.1764936567383676e-05,0.0002996551007262428,0.0
494,1.4027424368803612e-05,0.0002984867175153169,0.0
495,1.7345739810886188e-05,0.0002965906136982031,0.0
496,2.1569050373536732e-05,0.00029400230653687257,0.0
497,2.3379040614672688e-05,0.0002907629620813208,0.0
498,2.503819833571397e-05,0.0002869971860521573,0.0
499,2.65465235366606e-05,0.000282965125298948,0.0
500,2.8205681257701885e-05,0.000278609067182083,0.0
501,2.9412341418459184e-05,0.0002739063094451323,0.0
502,3.046816905912182e-05,0.0002688968918624126,0.0
503,3.046816905912182e-05,0.00026367117511978834,0.0
504,2.971400645864851e-05,0.0002583454508711151,0.0
505,2.6697356056755266e-05,0.0002530379446962733,0.0
506,2.3831538174956672e-05,0.00024785600691987095,0.0
507,1.9759060132400783e-05,0.0002428947567963834,0.0
508,1.9759060132400783e-05,0.00023823428634557752,0.0
509,1.44799219290876e-05,0.0002339385687512525,0.0
510,1.1614104047289011e-05,0.00023005641158418546,0.0
511,1.0859941446815698e-05,0.00022662680712013517,0.0
512,1.4178256888898276e-05,0.00022367712285091827,0.0
513,1.463075444918226e-05,0.0002212274802125389,0.0
514,1.508325200946625e-05,0.00021929128876677502,0.0
515,1.628991217022355e-05,0.00021787656530937406,0.0
516,1.7345739810886188e-05,0.00021698870306004455,0.0
517,2.021155769268477e-05,0.00021663143209642985,0.0
518,2.1870715413726065e-05,0.0002168065837042438,0.0
519,2.4133203215146e-05,0.0002175159480616057,0.0
520,2.7451518657228573e-05,0.00021876117574068577,0.0
521,3.046816905912182e-05,0.0002205449195509999,0.0
522,3.37864845012044e-05,0.00022287072727070786,0.0
523,3.650146986290832e-05,0.00022574369311651068,0.0
524,4.419392838773611e-05,0.00022917071098709705,0.0
525,5.218805195275322e-05,0.00023315996789825545,0.0
526,5.822135275653972e-05,0.00023772287213935571,0.0
527,6.59138112813675e-05,0.00024287031845343003,0.0
528,7.405876736647928e-05,0.00024861875795042365,0.0
529,7.828207792912983e-05,0.0002549850686688765,0.0
530,8.069539825064443e-05,0.0002619890512120516,0.0
531,9.00470144965135e-05,0.00026965318775067396,0.0
