t,TI,currently_infected,DR,recovered,D,deaths,TI+DR+D,total_cases
17.0,5.786082095478845e-07,5.810814428279157e-07,3.2054155204026223e-07,5.342436439097965e-08,2.960158446662639e-09,1.4636812161912234e-08,9.021099200348093e-07,6.491426193808076e-07
18.0,6.423048116875368e-07,6.432878945160427e-07,3.6607202055535145e-07,6.147461108003138e-08,3.5102891768307625e-09,1.756417459429468e-08,1.011887121419719e-06,7.223266801903688e-07
19.0,7.095510359534328e-07,6.601202285022418e-07,4.1420695170195664e-07,6.952485776908313e-08,4.097739102992471e-09,1.975969641858152e-08,1.127855726758382e-06,7.494047826899064e-07
20.0,7.877655296428011e-07,8.174659592427983e-07,4.7152389096277715e-07,7.46477420257524e-08,4.8145553558932865e-09,2.341889945905957e-08,1.2641039759614716e-06,9.155326007276102e-07
21.0,8.724124361640436e-07,9.067505134304628e-07,5.340012422382946e-07,9.001639479576026e-08,5.6044591332122355e-09,2.5614421283346413e-08,1.4120181375355504e-06,1.0223813295095696e-06
22.0,9.640416174410897e-07,1.3114583697073362e-06,6.021266183913896e-07,1.0831240999815053e-07,6.4742750444430145e-09,4.2446755269545486e-08,1.5726425108769222e-06,1.462217534975032e-06
23.0,1.0636837873407768e-06,1.6685965864579946e-06,6.768333437025251e-07,1.3978155614626184e-07,7.4372502768418945e-09,5.269252378288404e-08,1.7479543813201438e-06,1.8610706663871408e-06
24.0,1.1726717599094181e-06,1.685428920444194e-06,7.593513964192802e-07,1.4051339675435745e-07,8.510894233250555e-09,5.269252378288404e-08,1.9405340505619487e-06,1.8786348409814355e-06
25.0,1.291581174980673e-06,2.0250029626005574e-06,8.503413343809071e-07,1.675914992538951e-07,9.704411713671723e-09,6.293829229622262e-08,2.1516269210752517e-06,2.255532754150675e-06
26.0,1.421093901790831e-06,2.3858003823916943e-06,9.505121557546935e-07,1.675914992538951e-07,1.1027985263950579e-08,7.245222020146558e-08,2.382634042809475e-06,2.625844101847055e-06
27.0,1.5623925171482982e-06,3.1227638747439757e-06,1.0609624551035019e-06,2.744402280358544e-07,1.249803708519371e-08,9.95303227010032e-08,2.6358530093369935e-06,3.496734425480833e-06
28.0,1.715509279908086e-06,3.4689244823731998e-06,1.181722172471782e-06,3.081048960082525e-07,1.4115009958569621e-08,1.0977609121434177e-07,2.9113464623384377e-06,3.886805469595794e-06
29.0,1.8822688807609726e-06,3.828990061556241e-06,1.314624716496514e-06,3.703113476963796e-07,1.5906235714964836e-08,1.302676282410189e-07,3.212799832972451e-06,4.329569037493639e-06
30.0,2.063261785669937e-06,4.302490934994102e-06,1.460387296752266e-06,4.537411770192793e-07,1.788242799237702e-08,1.6539597742960829e-07,3.5415315104145803e-06,4.921628089442989e-06
31.0,2.259565782713045e-06,4.814047520052934e-06,1.620096879740609e-06,5.664446306660035e-07,2.006017772044319e-08,1.800327895915205e-07,3.8997228401740966e-06,5.560524940310458e-06
32.0,2.472377594430994e-06,5.261202131599352e-06,1.7950209266108559e-06,7.091535492446478e-07,2.2458867482606243e-08,2.1077009513153617e-07,4.289857388524457e-06,6.181125775975536e-06
33.0,2.7027579782283855e-06,5.703965699497198e-06,1.986317035371736e-06,7.903878567432607e-07,2.5096290050277727e-08,2.422392412796475e-07,4.7141713036504e-06,6.736592797520106e-06
34.0,2.951900431172878e-06,6.523627180564283e-06,2.195300233733921e-06,8.643037581609174e-07,2.7992773015116784e-08,2.61998937698229e-07,5.1751934379219156e-06,7.649929876423429e-06
35.0,3.221070343922846e-06,7.124468319810779e-06,2.42339265305065e-06,9.945713864019363e-07,3.1170417095716613e-08,2.876133589815754e-07,5.6756334140692125e-06,8.406653065194291e-06
36.0,3.511589278037282e-06,7.67334877588249e-06,2.672163468789003e-06,1.047995750792916e-06,3.465361238119493e-08,2.963954462787228e-07,6.21840635920748e-06,9.017739972954127e-06
37.0,3.825062632721184e-06,8.20686057918419e-06,2.943446999913766e-06,1.2938941951130414e-06,3.847086708677285e-08,3.2786459242683404e-07,6.806980499721723e-06,9.828619366724066e-06
38.0,4.163026333508467e-06,8.65401519073061e-06,3.238989703552149e-06,1.4936866811231436e-06,4.2649323539899834e-08,3.556745355344673e-07,7.444665360600516e-06,1.050337640738822e-05
39.0,4.52701630593304e-06,9.322185665921902e-06,3.5605380368313615e-06,1.802523417739492e-06,4.7216124068025346e-08,3.812889568178137e-07,8.134770466832427e-06,1.1505998040479207e-05
40.0,4.918607018160541e-06,1.0393600316173875e-05,3.909848385003526e-06,2.088673095504876e-06,5.2198695955625054e-08,4.09098899925447e-07,8.88065409911969e-06,1.28913723116042e-05
41.0,5.340663231800981e-06,1.0739029083195006e-05,4.289009497612352e-06,2.3953143102969373e-06,5.7634006006568595e-08,4.3324963999260213e-07,9.687306735419901e-06,1.3567593033484543e-05
42.0,5.795625603282395e-06,1.131425580115816e-05,4.700402079725815e-06,2.9090664171800566e-06,6.356195678044216e-08,4.7203719222166965e-07,1.0559589639788652e-05,1.4695359410559884e-05
43.0,6.283914249451466e-06,1.1942906883512286e-05,5.1466172552187755e-06,3.198143457377823e-06,7.001886941869801e-08,4.983834541131116e-07,1.150055037408894e-05,1.5639433795003222e-05
44.0,6.80732574656547e-06,1.2693043506810292e-05,5.630769064609522e-06,3.667985127775206e-06,7.705478786964536e-08,5.27657078436936e-07,1.2515149599044637e-05,1.6888685713022434e-05
45.0,7.366646756935164e-06,1.3357554778961104e-05,6.1539676841413825e-06,4.0236596633096736e-06,8.468796390867667e-08,5.708356743145772e-07,1.3605302404985223e-05,1.7952050116585354e-05
46.0,7.965659916348372e-06,1.4284796829418245e-05,6.720723904693602e-06,4.346401371479838e-06,9.299403206381985e-08,6.037685016788797e-07,1.4779377853105794e-05,1.923496670257696e-05
47.0,8.605662190504343e-06,1.49924866974467e-05,7.333278070505794e-06,4.773796286607675e-06,1.020103365607328e-07,6.44751575732234e-07,1.604095059757087e-05,2.041103455978661e-05
48.0,9.288560468932832e-06,1.56430929980437e-05,7.994748179819575e-06,5.223146419978381e-06,1.1178923223474085e-07,6.871983310017795e-07,1.7395097880987148e-05,2.155343774902386e-05
49.0,1.0017370897504049e-05,1.651691068410986e-05,8.709973053903668e-06,5.669569190916704e-06,1.2241349036360946e-07,7.376953329603766e-07,1.8849757441771327e-05,2.2924175207986943e-05
50.0,1.0794580195175936e-05,1.7231918958219275e-05,9.483029801143443e-06,6.1745392105026764e-06,1.3395324483504004e-07,7.89656016135165e-07,2.041156324115442e-05,2.419611418485712e-05
51.0,1.1620201746931748e-05,1.803328442408397e-05,1.0313940369352334e-05,6.636330634211007e-06,1.4640887320296697e-07,8.44544061742336e-07,2.208055098948705e-05,2.5514159120037316e-05
52.0,1.2496845931216011e-05,1.9047615506904487e-05,1.1207118889419612e-05,7.323528965212787e-06,1.5985792149388933e-07,8.950410637009331e-07,2.3863822742129513e-05,2.7266185535818205e-05
53.0,1.3428764689264583e-05,2.016733163729077e-05,1.2169755362928305e-05,7.917783538986423e-06,1.7442670133455123e-07,9.682251245104942e-07,2.5772946753527436e-05,2.905334030078769e-05
54.0,1.4416017918194796e-05,2.147147160091715e-05,1.3201951075466491e-05,8.617423160325828e-06,1.9011699207746715e-07,1.017990285860996e-06,2.7808085985738754e-05,3.1106885047103974e-05
55.0,1.545659331255584e-05,2.3436463633653876e-05,1.4299999939692859e-05,9.401956292204324e-06,2.0686216700905763e-07,1.146062392277728e-06,2.9963455419257757e-05,3.398448231813592e-05
56.0,1.6567666566084374e-05,2.4564230010729207e-05,1.5495534638960643e-05,1.034968987968814e-05,2.2523090720438317e-07,1.2390061495058706e-06,3.22884321122494e-05,3.615292603992322e-05
57.0,1.7738362857792165e-05,2.6251854452997685e-05,1.6768526883634618e-05,1.1219848362713825e-05,2.4486315123096283e-07,1.306335485450667e-06,3.475175289265775e-05,3.8778038301162176e-05
58.0,1.8971688492644327e-05,2.758014515669123e-05,1.8124755972479828e-05,1.2277358041411982e-05,2.6586415028111207e-07,1.3824469086926106e-06,3.7362308615405264e-05,4.123995010679582e-05
59.0,2.0271949419188195e-05,2.914408853619155e-05,1.9572884203443395e-05,1.3090432957006206e-05,2.8839371527356383e-07,1.452703607069789e-06,4.013322733790516e-05,4.3687225100267545e-05
60.0,2.1642402075745617e-05,3.03025922188069e-05,2.1119245746081683e-05,1.4125255576853402e-05,3.1256759813152497e-07,1.5375971176088802e-06,4.307421541995883e-05,4.596544491326918e-05
61.0,2.3086248306776815e-05,3.218634994404501e-05,2.277005366439521e-05,1.534596571115688e-05,3.384992588989556e-07,1.6188314251074932e-06,4.6194801230070984e-05,4.915114708030938e-05
62.0,2.460668995674202e-05,3.3609779926790966e-05,2.453152102238451e-05,1.650227387194795e-05,3.66302157619816e-07,1.6788423549713334e-06,4.950451313674635e-05,5.179089615371025e-05
63.0,2.6203544648731548e-05,3.473095973839344e-05,2.6409392233984818e-05,1.787154764969484e-05,3.960809755589272e-07,1.7673950685509023e-06,5.300901785827529e-05,5.4369902456639184e-05
64.0,2.787502884430673e-05,3.593630121992692e-05,2.8408758695506735e-05,1.932059205372415e-05,4.2793231584035767e-07,1.8669253912519052e-06,5.671171985565382e-05,5.7123818664902974e-05
65.0,2.963002144535313e-05,3.7601238603344434e-05,3.053504085975207e-05,2.0468849967826165e-05,4.6197096854157197e-07,1.9386457708452755e-06,6.062703327364677e-05,6.000873434201588e-05
66.0,3.1472760383562335e-05,3.862142441102972e-05,3.2794690544467526e-05,2.214403311975702e-05,4.98326001079995e-07,2.014757194087219e-06,6.476577692910985e-05,6.278021472487395e-05
67.0,3.340338722481883e-05,3.919226008534429e-05,3.519285093914262e-05,2.5046512971464216e-05,5.370940753758478e-07,2.1011143858425014e-06,6.913333223933731e-05,6.633988744265101e-05
68.0,3.542270327751015e-05,4.0893789499166593e-05,3.7738162417693176e-05,2.6928075174878035e-05,5.784401347526e-07,2.2138178394892254e-06,7.373930582995593e-05,7.003568251353385e-05
69.0,3.753367337062203e-05,4.2402112992451656e-05,4.043632689853315e-05,2.871230257741513e-05,6.224801602568884e-07,2.3096889591497507e-06,7.859248042941207e-05,7.342410452901654e-05
70.0,3.9738618151490455e-05,4.454274677113132e-05,4.329425512932147e-05,3.0963444287917235e-05,6.693526807575319e-07,2.41653768793171e-06,8.370222596156945e-05,7.792272874698026e-05
71.0,4.2039551491893766e-05,4.623183489461599e-05,4.631896224480694e-05,3.324166410091888e-05,7.191989248546731e-07,2.5131406482003307e-06,8.907771266155538e-05,8.198663964373519e-05
72.0,4.443846455864154e-05,4.836661394843089e-05,4.951742930243885e-05,3.5533057044866233e-05,7.721607528373045e-07,2.6229167394146724e-06,9.47280546139177e-05,8.652258773271179e-05
73.0,4.693733546478142e-05,5.067557106697254e-05,5.2896997922984085e-05,3.7926907673946986e-05,8.28389042969173e-07,2.7268381057642494e-06,0.00010066272243073468,9.132931684668376e-05
74.0,4.9537492419285974e-05,5.354877729435591e-05,5.6463919963299026e-05,3.980115147127984e-05,8.88016057049265e-07,2.830759472113826e-06,0.00010688942843963426,9.618068823774958e-05
75.0,5.224107811253327e-05,5.621999551390489e-05,6.0226764714363775e-05,4.222134836225203e-05,9.512197010853416e-07,2.9449266069767418e-06,0.00011341906252798239,0.0001013862704831
76.0,5.505020717778426e-05,5.859994117143182e-05,6.419381798924145e-05,4.442711595505221e-05,1.0181715461747534e-06,3.053239016974892e-06,0.00012026219671320045,0.0001060802961434
77.0,5.796699424829987e-05,6.013680644843261e-05,6.837336560099512e-05,4.704051876656163e-05,1.089043163414851e-06,3.179115601567337e-06,0.00012742940301270985,0.0001103564408165
78.0,6.099329114634546e-05,6.279411969642777e-05,7.27736197563244e-05,4.95814693578696e-05,1.1640074991279259e-06,3.318165317105504e-06,0.0001349309184017978,0.0001156937543714
79.0,6.412967999472861e-05,6.568635377962164e-05,7.740243705291129e-05,5.1902135926140784e-05,1.243244143659506e-06,3.447701104738427e-06,0.0001427753611912994,0.0001210361908105
80.0,6.737748538548188e-05,6.285339878568353e-05,8.22678820343026e-05,6.046979392511611e-05,1.3269288021972948e-06,3.6445662283161454e-06,0.0001509722962219818,0.0001269677589391
81.0,7.073817933783107e-05,6.565049358982496e-05,8.737806053447719e-05,6.36232951054001e-05,1.4152364084789558e-06,3.7945935529757463e-06,0.0001595314762807872,0.0001330683822482
82.0,7.4213233871002e-05,6.831658892511725e-05,9.274107838741398e-05,6.722102353479813e-05,1.5083418962421527e-06,3.957794008581068e-06,0.00016846265415465815,0.0001394954064684
83.0,7.780415446406775e-05,7.099439371013911e-05,9.836515988823591e-05,7.00766655875872e-05,1.6064251054544079e-06,4.10416213020019e-06,0.00017777573945775807,0.0001451752214279
84.0,8.15125187317075e-05,7.397225314448015e-05,0.00010425919217345992,7.339263538286842e-05,1.7096930103476123e-06,4.265898904589321e-06,0.00018748140391551502,0.0001516307874319
85.0,8.533820878262272e-05,7.806177846251842e-05,0.00011043204313906861,7.61633839251184e-05,1.8183471301283338e-06,4.455445622086084e-06,0.00019758859905181966,0.0001586806080097
86.0,8.928080354483119e-05,8.189296404589896e-05,0.00011689252596226748,7.936811394796909e-05,1.932587155538035e-06,4.6567017893123776e-06,0.0002081059166626367,0.0001659177797831
87.0,9.334065368699125e-05,8.511452640273584e-05,0.00012364942891689168,8.286850757649041e-05,2.0526161714619925e-06,4.866008203227722e-06,0.00021904269877534493,0.0001728490421824
88.0,9.751894083623449e-05,8.853880860801519e-05,0.00013071170737076292,8.686582097790864e-05,2.1786463256177644e-06,5.083364863832119e-06,0.00023040929453261517,0.0001804879944497
89.0,0.00010181588227837071,9.25273399221363e-05,0.00013808795185012157,9.063699563142532e-05,2.310881079928055e-06,5.2743752625450734e-06,0.00024221471520842033,0.0001884387108161
90.0,0.00010623120087933852,9.467090106324832e-05,0.0001457867753240543,9.4476963302103e-05,2.4495253799408332e-06,5.469044864298507e-06,0.00025446750158333365,0.0001946169092296
91.0,0.00011076464783112684,9.78661171581938e-05,0.00015381566030277168,9.855697469223604e-05,2.5947612057888963e-06,5.671764712740991e-06,0.00026717506933968745,0.0002020948565631
92.0,0.00011541587434388342,0.0001048705636182,0.00016218401941239097,9.894924125817528e-05,2.746818196283196e-06,5.929372606790646e-06,0.0002803467119525576,0.0002097491774832
93.0,0.00012018461117673089,0.0001038057355334,0.00017090184324773165,0.0001077232783086,2.905938541571752e-06,6.2191814875965085e-06,0.0002939923929660343,0.0002177481953297
94.0,0.000125070253590578,0.0001066869920075,0.00017997815596450828,0.0001129449610473,3.072346490210962e-06,6.501671962321415e-06,0.0003081207560452972,0.0002261336250172
95.0,0.00013007172005326568,0.0001092989311378,0.00018942060826413154,0.0001188355461019,3.246240793075994e-06,6.72927439143915e-06,0.00032273856911047325,0.0002348637516312
96.0,0.00013518826562917153,0.000112049188143,0.0001992378204509556,0.0001242650715734,3.4278382013691497e-06,6.967122589070224e-06,0.00033785392428149633,0.0002432813823055
97.0,0.00014041889431098465,0.0001121018806668,0.0002094383279695136,0.0001317408233851,3.6173567621751905e-06,7.2452220201465565e-06,0.0003534745790426734,0.0002510879260721
98.0,0.00014576187211091086,0.0001136014220728,0.00022003037432941875,0.0001368066240743,3.815017351336681e-06,8.711098758162066e-06,0.0003696072637916663,0.0002591191449053
99.0,0.00015121586291967962,0.0001173755240888,0.0002310223604355508,0.0001422149261681,4.0210393195854236e-06,8.955533521266001e-06,0.00038625926267481583,0.0002685459837782
100.0,0.00015677364815376585,0.0001194715155903,0.00024244666458782352,0.0001498158227238,4.236295096184679e-06,9.201431965586126e-06,0.0004034566078377741,0.0002784887702798
101.0,0.00016244876383470365,0.0001231460872836,0.00025424455491108934,0.0001564902090696,4.459196377777127e-06,9.47587219362198e-06,0.0004211525151235701,0.0002891121685469
102.0,0.0001682259325998213,0.0001240242960133,0.000266479470218254,0.0001666605980003,4.691467343866268e-06,9.699815419699238e-06,0.00043939687016194157,0.0003003847094334
103.0,0.0001741049383436663,0.0001276234881239,0.00027915169393991264,0.0001735896648778,4.933116676668472e-06,1.0025484490301785e-05,0.0004581897489602474,0.0003112386374921
104.0,0.0001800835411393638,0.0001302778740095,0.00029226434831122007,0.0001816355205232,5.1842397613826785e-06,1.0253818760027616e-05,0.0004775321292119665,0.0003221672132928
105.0,0.00018615999173485307,0.0001339429317748,0.00030582381541034893,0.0001893161877052,5.4450263899543e-06,1.0594124642792077e-05,0.0004974288335351563,0.0003338532441228
106.0,0.0001923320250102767,0.0001364985191783,0.00031983721776957674,0.0001988388976977,5.715687812414565e-06,1.0900034016976042e-05,0.000517884930592268,0.000346237450893
107.0,0.0001985966815100371,0.0001386567171316,0.000334311564779884,0.0002090407557746,5.996433764525465e-06,1.1197893144470957e-05,0.0005389046800544466,0.0003588953660506
108.0,0.00020495082933971083,0.0001444558221101,0.0003492534548598244,0.0002165377309639,6.287464877170757e-06,1.147891993797967e-05,0.0005604917490767059,0.000372472473012
109.0,0.0002113912831805387,0.0001486009673144,0.00036466926891089884,0.0002266605502551,6.588979183404688e-06,1.177897458729887e-05,0.0005826495312748422,0.0003870404921568
110.0,0.0002179145189289006,0.000153774348573,0.00038056553566589936,0.0002354499559583,6.901184816974498e-06,1.2057074018375205e-05,0.0006053812394117745,0.0004012813785497
111.0,0.00022451778408229508,0.0001574372108165,0.0003969460390912902,0.0002450363360837,7.224213803007148e-06,1.236298339255917e-05,0.0006286880369765924,0.0004148365302929
112.0,0.00023119686026811136,0.0001611286148438,0.00041381780640529017,0.0002546161296437,7.558297019419123e-06,1.2734026580863645e-05,0.0006525729636928207,0.0004284787710684
113.0,0.00023794774530092416,0.0001660890304854,0.00043118768801574255,0.0002633601612292,7.903657772601856e-06,1.305164540477714e-05,0.0006770390910892686,0.0004425008371195
114.0,0.0002447664339687597,0.0001664490960646,0.0004490624461458088,0.0002780203922906,8.260517363210533e-06,1.3329012995245377e-05,0.000702089397477779,0.0004577985013505
115.0,0.00025164880544054985,0.0001722994298857,0.00046744547421982436,0.0002885113274077,8.629020469501184e-06,1.3652486544023636e-05,0.0007277233001298755,0.0004744632438375
116.0,0.000258590744543757,0.0001791648266303,0.0004863403305349845,0.0002993835514815,9.009315519717515e-06,1.4101104836786246e-05,0.000753940390598459,0.0004926494829486
117.0,0.0002655881781198435,0.0001853657121027,0.0005057517975523224,0.0003106173048158,9.401578785371725e-06,1.441213709522688e-05,0.0007807415544575377,0.0005103951540137
118.0,0.0002726370330102719,0.0001899645984839,0.0005256846577328713,0.0003219615660819,9.805986537976018e-06,1.4753174818599435e-05,0.0008081276772811193,0.0005266793393845
119.0,0.000279732686685889,0.0001938967780712,0.0005461421632027082,0.0003343274768369,1.022268817055575e-05,1.5106653832309618e-05,0.000836097538059153,0.0005433309087405
120.0,0.0002868701686409417,0.0001974425458175,0.000567126596759119,0.0003486327652033,1.0651816051045755e-05,1.546306020845218e-05,0.0008646485814511064,0.0005615383712293
121.0,0.00029404493727046375,0.0002024893186509,0.0005886414359517992,0.0003626365352392,1.109352353176523e-05,1.5810684497297597e-05,0.0008937798967540282,0.0005809365383875
122.0,0.0003012524511372518,0.0002074087512185,0.0006106901587977672,0.0003771804036439,1.1547963973241337e-05,1.619050977289922e-05,0.0009234905739082604,0.0006007796646354
123.0,0.00030848724449685384,0.0002138665127443,0.0006332757349783478,0.0003912551622188,1.201527909612295e-05,1.6593022107351806e-05,0.0009537782585713246,0.0006217146970706
124.0,0.0003157419184594564,0.0002207297139671,0.000656399260474758,0.0004050525532032,1.249557132039375e-05,1.6959674252007706e-05,0.0009846367502546081,0.0006427419414224
125.0,0.0003230147841501463,0.0002280159190613,0.0006800617219958462,0.0004182176339023,1.2988954685742051e-05,1.736438210828458e-05,0.0010160654608317346,0.0006635979350719
126.0,0.000330301470780441,0.0002340719000933,0.0007042642030655771,0.000433273058892,1.3495538283096748e-05,1.7790313342196225e-05,0.001048061212129115,0.0006851352723275
127.0,0.0003375957740660836,0.000242367313386,0.000729007614556883,0.0004484485057415,1.4015421338238203e-05,1.823307691009407e-05,0.0010806188099612046,0.0007090488960376
128.0,0.0003448921254798003,0.0002506356485763,0.0007542923897228934,0.000465272789481,1.454869841536826e-05,1.873658324846385e-05,0.001113733213618062,0.0007346450213058
129.0,0.0003521858665188872,0.0002627746887428,0.0007801184724289952,0.0004784415293831,1.5095447807370968e-05,1.922764829649601e-05,0.0011473997867552535,0.0007604438664224
130.0,0.00035947149927903916,0.0002733732044292,0.0008064854508514287,0.0004957656602579,1.5655747488499508e-05,1.9625037746691924e-05,0.0011816126976189674,0.0007887639024338
131.0,0.0003667440971027048,0.0002858730420155,0.0008333926133986694,0.0005123520957998,1.622965942433994e-05,2.012342120080504e-05,0.0012163663699257142,0.0008183485590161
132.0,0.00037399915985101244,0.0002946961123867,0.0008608390589285105,0.0005302756041327,1.681723474639321e-05,2.0551547956540968e-05,0.0012516554535259162,0.0008455232644759
133.0,0.0003812290449826504,0.0003010031147472,0.0008888225001409801,0.0005511125699264,1.7418543476074025e-05,2.1027244351803115e-05,0.0012874700885997046,0.0008731429290254
134.0,0.0003884325157251548,0.0003120056064494,0.0009173419242985828,0.0005727435827798,1.8033582293391302e-05,2.1853492398343063e-05,0.0013238080223171287,0.0009066026816276
135.0,0.0003956029481373711,0.0003222279560632,0.0009463943777193535,0.0005980667315012,1.866238976638888e-05,2.2395054448333813e-05,0.0013606597156231135,0.0009426897420128
136.0,0.00040273433526048503,0.0003338905679938,0.0009759774923576807,0.0006216488314158,1.930500795366308e-05,2.2949057788662192e-05,0.001398016835571829,0.0009784884571984
137.0,0.00040982068750891745,0.0003425028682699,0.0010060888777430415,0.000648098282833,1.9961478105491338e-05,2.3462809895545312e-05,0.0014358710433574502,0.0010140639609985
138.0,0.0004168573523292054,0.0003551454147748,0.0010367244175992967,0.000671513523089,2.0631779264490528e-05,2.398314856790129e-05,0.0014742135491929926,0.0010506420864317
139.0,0.0004238398383609178,0.0003626262894707,0.0010678797875866128,0.0006961019038398,2.1315882973501435e-05,2.44493310352582e-05,0.001513035508921032,0.0010831775243458
140.0,0.000430763074862555,0.0003728340022724,0.001099551411214884,0.000723079744176,2.2013787732040375e-05,2.502382591261325e-05,0.0015523282738094794,0.0011209375723611
141.0,0.0004376220047134198,0.0003858797929523,0.0011317356284396831,0.0007462834824963,2.2725489921879375e-05,2.5581488455982108e-05,0.0015920831230749823,0.0011577447639047
142.0,0.0004444119362847673,0.0003978871018094,0.0011644265371731804,0.0007723465220724,2.3450929098590324e-05,2.613988283995906e-05,0.0016322894025565381,0.0011963735067218
143.0,0.00045112814237540267,0.0004135653231566,0.0011976184535402177,0.000800907333644,2.4190050348501952e-05,2.672023244217888e-05,0.0016729366462641222,0.0012411928892428
144.0,0.0004577657831354608,0.0004154878684341,0.0012313063846882645,0.0008384178240119,2.4942816272407766e-05,2.734449248088444e-05,0.001714014984096133,0.0012812501849269
145.0,0.00046432005718113504,0.0004239969791844,0.0012654851706293583,0.0008681115248448,2.5709184881931996e-05,2.7908741589726152e-05,0.0017555144126924255,0.001320017245619
146.0,0.00047078668562605035,0.0004290766848452,0.0013001473811186685,0.0009005364548271,2.6489051852466965e-05,2.849640959802693e-05,0.0017974231185971857,0.0013581095492703
147.0,0.0004771612555232769,0.0004290371654524,0.00133528616840589,0.0009383770053093,2.7282328853416226e-05,2.9123596999164868e-05,0.001839729752782583,0.0013965377677608
148.0,0.00048343923864007683,0.0004358118139615,0.0013708951856587766,0.0009721302259952,2.808894130828522e-05,2.9785180908883303e-05,0.0018824233656071386,0.0014377272208657
149.0,0.0004896162482304644,0.0004445082759075,0.001406967918364611,0.0010085532012196,2.8908810204235382e-05,3.0433591687656012e-05,0.0019254929767993107,0.0014834950688148
150.0,0.000495689389882336,0.0004530737383846,0.0014434960174835414,0.0010443402069554,2.9741807777887215e-05,3.111639897500922e-05,0.0019689272151437644,0.0015285303443151
151.0,0.0005016541207447543,0.0004601425868182,0.001480471308185067,0.001083771047079,3.058780508674401e-05,3.174651373857954e-05,0.0020127132340165654,0.0015756601476359
152.0,0.0005075054190800879,0.0004646785349072,0.0015178857815851508,0.0011239190909985,3.1446675487009274e-05,3.248347723093182e-05,0.002056837876152248,0.0016210811031367
153.0,0.0005132395661303177,0.000468326028498,0.001555730944932245,0.0011588615526727,3.231828188701838e-05,3.31209104005831e-05,0.002101288792949581,0.0016603084915713
154.0,0.0005188534887554722,0.0004712672959019,0.001593997532670851,0.0011999251291929,3.3202471186944386e-05,3.3731265467734844e-05,0.0021460534926132676,0.0017049236905626
