t,TI,currently_infected,DR,recovered,D,deaths,TI+DR+D,total_cases
468.0,0.0004328729756090134,0.0004848597715161,0.0,5.989310352589802e-05,0.0,8.540579897000126e-07,0.0004328729756090134,3.120568352919795e-05
469.0,0.0004011484011648788,0.0004707154880834,4.167302954727109e-05,0.00011025617865319942,1.009436854466011e-06,1.847897535499994e-06,0.0004438308675666159,6.841831476959992e-05
470.0,0.00037312817321446054,0.0004589057761906,8.035463248551989e-05,0.00016066901894189883,1.9634201111943495e-06,2.814658978800039e-06,0.0004554462258111748,0.00010798820460869787
471.0,0.00034875032136167674,0.0004485216898023,0.0001164185915144708,0.00020789249786050054,2.8643840546438446e-06,3.7872751468999975e-06,0.00046803329693079134,0.00014580021330719978
472.0,0.0003278296551683824,0.0004358586517604,0.00015021917945655622,0.0002553289423960006,3.7148623737247214e-06,4.653042586300017e-06,0.00048176369699866334,0.00018143938724030084
473.0,0.0003101499679630263,0.000429153528109,0.00018209141022306824,0.000297734714591498,4.51752270232675e-06,5.57369807130002e-06,0.0004967589008884213,0.00021806069126939845
474.0,0.0002954931905278967,0.0004193402773951,0.00021234877198173416,0.00034060447373249897,5.275144391814599e-06,6.2901700266e-06,0.0005131171069014455,0.00025183367165180007
475.0,0.00028366175737746114,0.0004044582986295,0.00024128346051310423,0.00038231499735039837,5.990597818450741e-06,6.953949458200022e-06,0.0005309358157090161,0.0002793259959354977
476.0,0.00027448041273558807,0.0003930452443462,0.00026916885790329275,0.0004267589456393994,6.666821442791717e-06,7.551863235000038e-06,0.0005503160920816726,0.0003129548037180997
477.0,0.0002677976692149342,0.0003829407210702,0.00029626230370895473,0.0004718315450107993,7.306798516383039e-06,8.287363046100016e-06,0.0005713667714402719,0.0003486583796246008
478.0,0.0002634862236679949,0.000372973051988,0.0003228070669965326,0.0005152911676819007,7.913540156531857e-06,8.91162308480002e-06,0.0005942068308210593,0.00038277459325219976
479.0,0.00026143180067478256,0.0003626511720514,0.00034903581744666004,0.0005573551703133978,8.490079656812035e-06,9.451721453600042e-06,0.0006189576977782547,0.0004150568143158999
480.0,0.0002614691510198111,0.0003551988391392,0.0003751697836001586,0.0005956297022761993,9.039479901260365e-06,1.015062923430003e-05,0.0006456784145212301,0.00044657792114720027
481.0,0.00026337493694017196,0.0003527991337852,0.00040140245598698437,0.000626624615710298,9.564653705009552e-06,1.0679749993999994e-05,0.000674342046632166,0.00047570224998699784
482.0,0.00026689523030175283,0.0003398353092534,0.0004279032786319696,0.0006645807970085994,1.0068425951177878e-05,1.1084457850300009e-05,0.0007048669348849002,0.0005010993146097008
483.0,0.00027172711270785036,0.0003365881324753,0.0004548297696832019,0.0006991529473350001,1.0553858099567474e-05,1.1765069615800002e-05,0.0007371107404906198,0.0005331048999236004
484.0,0.0002776265816063794,0.000337161895512,0.00048228325711833223,0.0007315668997081998,1.1023286073635498e-05,1.2362983392600019e-05,0.0007709331247983471,0.0005666905291102989
485.0,0.0002842834617322193,0.0003357150466298,0.0005103708381473756,0.0007641038013034979,1.14795965770408e-05,1.3029690186599997e-05,0.0008061338964566357,0.0005984472886173993
486.0,0.00029143548315507545,0.0003330116274235,0.0005391512181385574,0.0007972225161822985,1.1925108365460528e-05,1.3912289959900042e-05,0.0008425118096590935,0.0006297451840631997
487.0,0.0002988222268533151,0.0003323419932671,0.0005686610071525702,0.0008276129292739999,1.2362049552574081e-05,1.4567287304200014e-05,0.0008798452835584595,0.0006601209603427985
488.0,0.00030620255417610555,0.0003299861983497,0.0005989124113292194,0.0008566296775444002,1.279244539083508e-05,1.5097139904400017e-05,0.0009179074108961601,0.0006873117662959984
489.0,0.0003133552858361652,0.0003167245146904,0.0006298948646672901,0.0008924949902253988,1.3218114241340984e-05,1.6575457932800034e-05,0.0009564682647447962,0.000711393713345998
490.0,0.0003200824956208796,0.0003147514724109,0.0006615717765169827,0.0009224558128801998,1.3640626327030741e-05,1.7030662791e-05,0.000995294898464893,0.0007398366985795976
491.0,0.0003262057649367059,0.0003161851481622,0.0006938926124569481,0.0009511373781520976,1.406134720800698e-05,1.745732586560004e-05,0.001034159724601661,0.0007703786026772991
492.0,0.0003315712874923145,0.0003150002982177,0.00072678871267231,0.0009804300303316998,1.4481403742464668e-05,1.785398347509999e-05,0.001072841403907089,0.0007988830625219982
493.0,0.00033604979678158927,0.0003103187138477,0.0007601781529934591,0.0010125695424767975,1.4901703533159718e-05,1.826381421570004e-05,0.001111129653308208,0.0008267508210377007
494.0,0.00033953622243430777,0.0003093197514176,0.0007939697519590144,0.0010433097753792982,1.5322991601600056e-05,1.8642907650700017e-05,0.0011488289659949222,0.0008568711849450995
495.0,0.00034197856007764284,0.0003085915700126,0.0008280537171994693,0.0010716027332881989,1.574557940648923e-05,1.9008096114100015e-05,0.0011857778566836015,0.0008848011499123995
496.0,0.00034330821816549247,0.0002972224261658,0.0008623275946567396,0.0011047214481669995,1.6169902568023193e-05,1.928180450150004e-05,0.0012218057153902554,0.0009068244293319004
497.0,0.0003435002242612443,0.0002979835403982,0.0008966773995108367,0.0011317827183325996,1.6595993974582674e-05,2.2207703252699997e-05,0.0012567736177466636,0.0009375727124809989
498.0,0.0003425486709443805,0.0002996111539106,0.0009309894697157176,0.001160069821516698,1.702377547799222e-05,2.2578746441000034e-05,0.0012905619161380903,0.0009678584723657978
499.0,0.00034046984335112145,0.0002967708805106,0.000965149820460888,0.0011884213266743007,1.7453011792972252e-05,2.2932225454700024e-05,0.0013230726756049817,0.0009937231831370977
500.0,0.00033729512015899987,0.0003249840677933,0.0009990471917427348,0.0011884213266743007,1.7883328818630064e-05,2.3331810426700003e-05,0.001354225640720365,0.0010223359553917996
501.0,0.0003330715252152359,0.0002987461183119,0.0010325742895057116,0.0012433525508772983,1.8314234245815722e-05,2.3723345152100006e-05,0.001383960048966763,0.0010514207648388008
502.0,0.0003278596148737381,0.0003009248078022,0.0010656291061355142,0.0012696753938692996,1.8745135847743276e-05,2.4027790845000034e-05,0.0014122338568569957,0.0010802267430139977
503.0,0.0003217297760961709,0.0002913457460828,0.0010981162169900038,0.0013006783575501002,1.9175363129679377e-05,2.4331504697400023e-05,0.001439021356215854,0.0011019543588277995
504.0,0.0003147601615267365,0.0002923234851352,0.001129947922161504,0.0013311800104142991,1.9604185752595377e-05,2.4799882686600018e-05,0.0014643122694408357,0.0011339021287335993
505.0,0.00030703702615979023,0.0002955465111733,0.0011610440073949527,0.001359330259404698,2.0030809826549173e-05,2.5268260675800013e-05,0.0014881118433812922,0.0011657437817511988
506.0,0.00029864765276333257,0.0002965088815729,0.0011913333991029936,0.0013903310275635988,2.045443830605415e-05,2.5674432213300034e-05,0.0015104354901723804,0.0011981130918472978
507.0,0.00028968542394517175,0.0002992642614624,0.001220754262195376,0.0014176220956800996,2.0874227495931527e-05,2.6108413693899993e-05,0.0015313139136364793,0.0012285935213338997
508.0,0.0002802392639540899,0.0003007513615781,0.0012492538931697657,0.0014463526942726998,2.1289371334140092e-05,2.6504339462799995e-05,0.0015507825284579958,0.0012592071458110976
509.0,0.00027039976046710595,0.0003027756327001,0.001276788652902793,0.0014733912773793982,2.1699054457221444e-05,2.6813176199400003e-05,0.0015688874678271205,0.0012885788367764002
510.0,0.00026025336298025106,0.0002963647089731,0.0013033232977005282,0.0015018503631063981,2.210250425853717e-05,2.712201293610003e-05,0.0015856791649393165,0.0013109358355130989
511.0,0.00024988499333555945,0.0003003129890538,0.0013288303777068001,0.0015286854945241006,2.249896323514228e-05,2.7533307357800014e-05,0.0016012143342775018,0.0013421305414332008
512.0,0.00023936978900964854,0.0003008421098135,0.0013532942332369572,0.0015592222757374978,2.2887749814992383e-05,2.7923378401899994e-05,0.001615551772061598,0.0013735865144503985
