t,TI,currently_infected,DR,recovered,C,critical,D,deaths,TI+DR+D,total_cases,H,isolated
310.0,0.009110919342880018,0.009360188622407508,0.0,0.0003310259036725244,0.0,-3.482737463488488e-07,0.0,9.536066864313875e-06,0.009110919342880018,0.0002687014875401919,0.0,-6.992010069555889e-05
311.0,0.008800457665203836,0.009451419759486794,0.00034559347698710205,0.000619943852965061,-8.093323042399395e-06,9.950678467109965e-08,5.768320734380586e-06,1.8740444446390444e-05,0.009151819462925318,0.00065805495149409,-0.0001396633780733382,2.7745808459125193e-05
312.0,0.008522038141109817,0.009532202684175616,0.0006771103641887679,0.0008998398537807505,-1.4771541406655928e-05,6.633785644739751e-08,1.0807287211365795e-05,2.6402466866065144e-05,0.00920995579250995,0.0010263958994182754,-0.0002807597984808294,0.00011401819076896705
313.0,0.008274068609836649,0.009570264029312311,0.0009964712140257748,0.0010518530518299658,-2.024112817128191e-05,3.316892822370011e-07,1.5246489841756522e-05,3.243921180277843e-05,0.00928578631370418,0.001222507187540904,-0.00042110485904599,0.00014972454200178065
314.0,0.008054926209751869,0.009556200403745461,0.001305442565388635,0.0012964075596233054,-2.4677540938691316e-05,5.638717798028958e-07,1.9196700600896007e-05,3.819402084959036e-05,0.0093795654757414,0.0014587528788142026,-0.0005588403992290974,0.00013332250699516109
315.0,0.007862734189060423,0.009460740228317653,0.0016056344605765906,0.001565175385019945,-2.8231187608161775e-05,4.975339233554983e-07,2.2752597399125463e-05,4.396541436051419e-05,0.00949112124703614,0.0016378319222939558,-0.0006924294668929232,3.391522910873267e-05
316.0,0.007695603703267232,0.009439230178364585,0.0018985006312055165,0.0018309082534841148,-3.1031151537571e-05,3.316892822370011e-07,2.5994959621374384e-05,5.4728731569104756e-05,0.009620099294094124,0.001892818058013647,-0.0008206314776249115,1.1277435596057997e-05
317.0,0.0075517604428742315,0.009431783753978365,0.002185351835377861,0.0021663622090745023,-3.3188395094073195e-05,3.6485821046069647e-07,2.8992787413775712e-05,6.38170179023984e-05,0.009766105065665867,0.002229913875551111,-0.0009424594688186173,7.463008850332881e-06
318.0,0.007429545933107406,0.009470641153392429,0.002467369313240173,0.002426058332601958,-3.479816749379459e-05,6.302096362502933e-07,3.18048664072641e-05,7.06829860447043e-05,0.009928720112754842,0.0025353333666349384,-0.0010571459034781558,4.411467453752094e-05
319.0,0.0073273994075524354,0.009459595900293936,0.002745617055569453,0.00271753028936772,-3.5942381046440206e-05,6.302096362502933e-07,3.448125060873217e-05,8.096535379405125e-05,0.010107497713730621,0.002826042438051554,-0.0011641124492526864,3.270456322856767e-05
320.0,0.0072438132640865295,0.009500277590760305,0.003021052101835309,0.003000129557833641,-3.669158092323938e-05,7.297164209213929e-07,3.706445374637951e-05,8.897564996007473e-05,0.010301929819668218,0.003157333693149869,-0.001262945994923167,7.41657235081919e-05
321.0,0.007177320036425527,0.00961786144131332,0.003294531014034127,0.003185444359819451,-3.7106732573084084e-05,1.0945746313820894e-06,3.959048896489938e-05,9.496264150445251e-05,0.010511441539424553,0.0034662193372330674,-0.0013533806924666174,0.00018861511034406857
322.0,0.00712647757567995,0.009552303054679178,0.003566815759953978,0.003451376241852964,-3.724072647076029e-05,1.5423551624020379e-06,4.208974841594102e-05,0.00010239248142656114,0.010735383084049869,0.0036740226725545527,-0.001435281720262238,0.00011969007749522073
323.0,0.00708985295601304,0.009453807922318902,0.00383857916956234,0.0037758512822013077,-3.713962039420632e-05,1.4428483777309382e-06,4.458773746308128e-05,0.00011260851131946067,0.01097301986303846,0.003910218610435515,-0.0015086305447137814,1.9486745331424166e-05
324.0,0.007066035384936374,0.0093664741343059,0.004110407958511018,0.004116363499345809,-3.684369962711045e-05,4.975339233554983e-07,4.710569057223555e-05,0.00012101683462416865,0.011223549034019627,0.004171805362871726,-0.0015735139750444683,-6.380043343828627e-05
325.0,0.007053635362925165,0.00931018646311028,0.004382807572385313,0.00444995999495567,-3.63883185480656e-05,1.326757128948018e-07,4.966110654515383e-05,0.0001296739248905542,0.01148610404185563,0.004457771277552348,-0.0016301109237139124,-0.00011284069381702587
326.0,0.007051298217402377,0.009255258717971834,0.004656204353265096,0.004764716539334468,-3.580452415001719e-05,-4.4778053101994844e-07,5.226813930801549e-05,0.00013758471427190665,0.011759770709975489,0.004725510866174058,-0.0016786827604279306,-0.00016272676186547194
327.0,0.00705771086634722,0.009249437571068575,0.004930954162381008,0.0050331526754488695,-3.511980826870422e-05,-4.809494592436438e-07,5.493814796300587e-05,0.0001454623347250353,0.012043603176691233,0.004996003475838326,-0.001719557845844751,-0.00016756942538613193
328.0,0.007071612631972445,0.00917741124343081,0.005207344769491439,0.005306962177935512,-3.435842826100687e-05,-7.628853491450951e-07,5.767994041337547e-05,0.00015171467769520275,0.01233663734187726,0.005204038993657373,-0.0017531227099085826,-0.00023886603660297316
329.0,0.00709180527847558,0.009072680352564479,0.0054855995855123425,0.00555179862161875,-3.354170104285129e-05,-8.292232055925197e-08,6.050002346731897e-05,0.0001579670206653702,0.012637904887455241,0.005350396889444449,-0.0017798124096679553,-0.0003463831174400963
330.0,0.0071171569464147655,0.00888137855903429,0.005765887083780824,0.005907170518607469,-3.268852073302054e-05,-1.028236774934692e-06,6.340304111251028e-05,0.00016796745252481557,0.0129464470713081,0.005524467424762425,-0.0018000964152601572,-0.0005336714706552174
331.0,0.007146616752754669,0.008682845939151336,0.0060483157755195005,0.0063220308883653945,-3.181513276605601e-05,-1.4594328418427859e-06,6.639164280417757e-05,0.00017665771171942492,0.013261324171078347,0.005749485433832004,-0.001814477141905877,-0.0007279584677255379
332.0,0.007179210734565122,0.008567003457330065,0.006332950550585701,0.006662327507476442,-3.093581048886695e-05,-2.172564798652331e-06,6.946709530682209e-05,0.00018529821752169876,0.013581628380457645,0.005982580076924052,-0.0018234709082024436,-0.0008360560048065752
333.0,0.00721404824707534,0.008326279960746563,0.006619813315923579,0.007121319136235999,-3.006288912047993e-05,-2.6369297937841273e-06,7.262934401205208e-05,0.0001931260845824919,0.013906490907010972,0.0062086760761609,-0.00182760344357837,-0.0010704442360993504
334.0,0.0072503203716466165,0.008272894570770519,0.006908890070305533,0.007387698798800531,-2.9206997885981804e-05,-2.7032676502315316e-06,7.587725474034e-05,0.0002012193030690745,0.01423508769669249,0.0064297635672359715,-0.00182740125136217,-0.0011189869625547345
335.0,0.007287300571455782,0.00828025807283618,0.007200133951589177,0.007568220690658017,-2.837704816633172e-05,-2.47108515266563e-06,7.920868150596537e-05,0.00020617805783851762,0.014566643204550924,0.006622607715928562,-0.0018233863532996436,-0.0011102967033601256
336.0,0.007324339751406181,0.008153420091308752,0.007493471016468254,0.00783003962559179,-2.758045978145357e-05,-2.1228114063167813e-06,8.262068073144272e-05,0.00021314353276549475,0.014900431448605877,0.006764554144261886,-0.0018160690632073925,-0.0012393901720067647
337.0,0.007360865040547232,0.00800062742344628,0.007788805131894341,0.008149390066529573,-2.6823321506963194e-05,-2.9354501477974262e-06,8.610967600761437e-05,0.00022211572785000547,0.015235779848449186,0.006940084112421703,-0.0018059427816288186,-0.0013902258731040397
338.0,0.007396379627896176,0.007926859727076772,0.008086017719839985,0.008467347412481958,-2.6110382880971075e-05,-3.2671394300344274e-06,8.96714484190489e-05,0.00022986067259023928,0.015572068796155211,0.007192018706744817,-0.0017934844155504254,-0.001460444494153612
339.0,0.007430454027913025,0.00787126860337385,0.008384977804862888,0.008752931884488016,-2.5445386716330512e-05,-4.328545133192815e-06,9.330146457721221e-05,0.0002380202289332695,0.015908733297353123,0.007430171611390979,-0.0017791445922213447,-0.001508622362398536
340.0,0.00746272711609226,0.007758610338662054,0.008685539905099177,0.00908261444656748,-2.4830998567263922e-05,-4.627065487206114e-06,9.699480537128522e-05,0.00024593101831462175,0.016245261826562725,0.007655106698139999,-0.0017633499199086848,-0.0016146634259297035
341.0,0.00749289025587335,0.007684444615153861,0.008987552199979336,0.009360636402938528,-2.4269071134940617e-05,-5.489457621022308e-06,0.00010074640573616138,0.0002529130777057106,0.01658118886158885,0.007865944990393947,-0.0017464975502995868,-0.0016830080025346372
342.0,0.007520692459817674,0.007528816003928263,0.009290853847027446,0.00969889313296382,-2.3760565649136786e-05,-5.539211013357858e-06,0.00010455097766509457,0.00025684359570021906,0.016916097284510215,0.008052503627188144,-0.00172895724867822,-0.001838553691439677
343.0,0.007545924386365322,0.007423023707358772,0.00959528271496811,0.009930661018926923,-2.3305852376551484e-05,-4.9255858412194126e-06,0.00010840324616288497,0.0002622998843930177,0.01724961034749632,0.008183935505274555,-0.0017110681735882337,-0.0019476794652956491
344.0,0.0075684215891980685,0.007260097931923959,0.009900672257309064,0.010245384394377492,-2.2904653763248388e-05,-5.555795477469706e-06,0.00011229785444147794,0.00027055894752071896,0.01758139170094861,0.008343992168418017,-0.0016931433233856917,-0.0021109203455485876
