t,TI,currently_infected,DR,recovered,C,critical,D,deaths,TI+DR+D,total_cases,H,isolated
600.0,0.0014507889526179595,0.0012947656976762313,0.0,5.670228279841538e-05,1.7854393007831366e-05,-8.292232055924943e-08,1.160912487829491e-07,2.3218249756585402e-07,0.0014509050438667424,4.9454871981546855e-05,0.0010797736585067262,-6.169420649608124e-06
601.0,0.0013836499483022816,0.0012864402966920826,8.594749440293952e-05,0.00010501282675623447,1.5147392019746889e-05,-1.326757128947984e-07,1.745667720099688e-06,6.302096362503611e-07,0.0014713431104253208,8.983804209389268e-05,0.001109699084186371,-1.469383520309904e-05
602.0,0.0013188903563019323,0.0012664394329731917,0.0001677176693649736,0.00015071960984849864,1.2885210131277968e-05,1.6584464111850225e-08,3.1299350382678154e-06,1.3599260571717404e-06,0.0014897379607051737,0.0001162736778881901,0.0011157779022379548,-3.5540506591694295e-05
603.0,0.0012582071523627536,0.0012363054616819605,0.00024556271569593395,0.00022438779943333154,1.0991695454278904e-05,-3.31689282236996e-08,4.309041517248301e-06,2.5208385450010105e-06,0.0015080789095759358,0.00016096880866961483,0.0011057801827549312,-6.554180217003083e-05
604.0,0.001202477474751844,0.0012217443021917563,0.00031979723801276664,0.00029974760435758085,9.404404241014042e-06,-3.31689282236996e-08,5.3163209509597826e-06,3.068125860692262e-06,0.0015275910337155703,0.0002223147414193577,0.0010856709974357266,-8.078292468882069e-05
605.0,0.0011520844518338516,0.001223104228248928,0.00039076247816818453,0.00036066234104040196,8.072006860371403e-06,-1.6584464111849378e-08,6.179505017702521e-06,3.6651665687188056e-06,0.0015490264350197388,0.0002851864448673719,0.0010598341360657482,-7.902497149296465e-05
606.0,0.0011071276999950449,0.0012227559545025793,0.0004588060908200449,0.0004246949569762515,6.952385223221086e-06,-2.3218249756589806e-07,6.921619009609504e-06,4.311960669081075e-06,0.0015728554098246993,0.00034951758115724096,0.0010313761250177486,-7.922398506230691e-05
607.0,0.001067574806278639,0.0012275156957026801,0.0005242703844282805,0.00048405075403257225,6.010635625903151e-06,-3.151048181251475e-07,7.5619508859369466e-06,4.958754769442911e-06,0.0015994071415928565,0.00041427991351401794,0.0010024829660965915,-7.458033511098896e-05
608.0,0.0010333217187254923,0.0012401033039635741,0.0005874895216463225,0.0005328090785214068,5.217870045961964e-06,-2.6535142578959767e-07,8.11664154726539e-06,5.3567819081274184e-06,0.0016289278819190801,0.0004760238734024397,0.0009746696823233862,-6.234100059644373e-05
609.0,0.0010042404161239276,0.0012380965838060403,0.0006487872391457797,0.0005763598812791315,4.550147975350163e-06,-3.151048181251475e-07,8.59921647997686e-06,5.854315831482944e-06,0.0016616268717496844,0.0005180654899259729,0.0009489622737897829,-6.605592055749804e-05
610.0,0.0009802026106937687,0.0012445976937378856,0.0007084771858233866,0.0006362795501152346,3.98757798805011e-06,-2.6535142578959767e-07,9.021041327173448e-06,6.650370108851524e-06,0.0016977008378443288,0.000585282322971295,0.0009260526502735439,-6.0019175620784756e-05
611.0,0.0009610916588099821,0.0012498881377895656,0.0007668639045103722,0.0007063654954519161,3.513618168895336e-06,-2.6535142578959767e-07,9.391681884276042e-06,7.479593314444356e-06,0.0017373472452046305,0.0006614879355652525,0.0009064014331306551,-5.4911160674334884e-05
612.0,0.0009468082437802408,0.0012733219855796095,0.0008242441304040234,0.0007627526734322043,3.1145321758805e-06,-1.6584464111849886e-07,9.719186530066776e-06,8.308816520036753e-06,0.001780771560714331,0.0007421381845411773,0.0008903109309234098,-3.14773128842912e-05
613.0,0.0009372727094929856,0.0013042685956123213,0.0008809085031768021,0.0008196871387281812,2.7788039871930453e-06,-1.326757128947984e-07,1.0010396748020927e-05,8.856103835727571e-06,0.0018281916094178086,0.0008305665471855656,0.0008779835350507849,-1.3765105212836491e-06
614.0,0.0009324258372919448,0.0013330758097746045,0.0009371428481269691,0.0008711487308672577,2.4968320125506655e-06,-1.8242910523034824e-07,1.0271109627811805e-05,9.469729007866023e-06,0.0018798397950467258,0.0009114489786590518,0.0008695526258726979,2.66678182918546e-05
615.0,0.0009322292708308804,0.0013673558970937981,0.0009932295275798576,0.0009114821475872809,2.2606377027761915e-06,-2.487669616777483e-07,1.0506234564769019e-05,9.900925074774348e-06,0.001935965032975507,0.000986493678765174,0.0008651075176883087,6.02347736542387e-05
616.0,0.0009366657682038496,0.001388484504372295,0.0010494488828608343,0.0009367568708937291,2.0635713398110454e-06,1.1609124878294903e-07,1.071995238915745e-05,1.023261435701122e-05,0.001996834603453841,0.0010332286986323713,0.0008647153254171352,7.919081613408309e-05
617.0,0.0009457371529175289,0.001400508240853386,0.0011060806330166055,0.0009710037892847051,1.9000308305313707e-06,4.6436499513179613e-07,1.0915870066892126e-05,1.0912577385597307e-05,0.0020627336560010263,0.0010801793165330087,0.0008684318617654459,8.872688299839675e-05
618.0,0.0009594653234845453,0.00141443919070734,0.0011634049715282704,0.001042068218003983,1.7653803032940776e-06,3.980271386843969e-07,1.1097066144152618e-05,1.195739862464365e-05,0.002133967361156968,0.001166219516345296,0.0008763083204409284,0.00010211054553665956
